ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
833,Andhra Pradesh,Vijayawada,Locality_92,Apartment,5,4753,137.91,2901.535872,2001,Semi-furnished,4,15,24,9,10,High,Yes,Yes,"Garden, Gym",East,Builder,Under_Construction
834,Bihar,Gaya,Locality_154,Apartment,3,2888,317.68,11000,1990,Unfurnished,5,26,35,4,5,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground",West,Broker,Under_Construction
835,Bihar,Gaya,Locality_460,Villa,5,1358,494.21,36392.48895,2015,Furnished,21,3,10,9,9,High,Yes,No,"Pool, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
836,Kerala,Trivandrum,Locality_113,Independent House,4,4912,64.77,1318.607492,1998,Unfurnished,6,8,27,2,9,High,Yes,No,"Pool, Garden, Playground, Gym, Clubhouse",West,Owner,Under_Construction
837,Jharkhand,Ranchi,Locality_197,Independent House,3,4495,384.39,8551.501669,1990,Semi-furnished,10,25,35,10,2,High,No,No,"Playground, Pool",North,Broker,Ready_to_Move
838,Telangana,Hyderabad,Locality_488,Villa,2,2851,223.81,7850.22799,2012,Furnished,11,13,13,8,3,Low,No,No,"Pool, Clubhouse, Playground",South,Builder,Ready_to_Move
839,Kerala,Kochi,Locality_119,Apartment,2,4983,159.56,3202.087096,2003,Furnished,24,23,22,9,6,High,No,Yes,"Gym, Playground, Garden, Clubhouse, Pool",East,Builder,Ready_to_Move
840,Jharkhand,Ranchi,Locality_133,Independent House,5,4305,435.28,10111.03368,2022,Semi-furnished,14,10,3,4,8,High,No,No,"Clubhouse, Pool, Garden, Gym, Playground",North,Builder,Ready_to_Move
841,Uttarakhand,Haridwar,Locality_228,Villa,3,4028,166.64,4137.040715,1998,Furnished,14,26,27,2,5,Low,Yes,No,Playground,East,Broker,Under_Construction
842,Karnataka,Bangalore,Locality_261,Villa,5,1287,383.83,29823.62082,2019,Semi-furnished,8,12,6,1,9,Medium,Yes,Yes,Gym,East,Builder,Under_Construction
843,Uttarakhand,Haridwar,Locality_222,Villa,1,4245,487.2,11477.0318,2023,Furnished,6,10,2,4,4,Medium,Yes,Yes,Clubhouse,North,Owner,Under_Construction
844,Tamil Nadu,Coimbatore,Locality_465,Villa,1,569,425.43,74768.01406,1993,Semi-furnished,27,30,32,5,4,Medium,No,Yes,Gym,North,Broker,Under_Construction
845,Uttar Pradesh,Lucknow,Locality_180,Independent House,4,4910,276.1,5623.217923,2016,Unfurnished,1,6,9,8,2,Medium,No,Yes,"Pool, Gym, Playground, Clubhouse",West,Builder,Under_Construction
846,Uttar Pradesh,Lucknow,Locality_112,Villa,4,2119,113.66,5363.850873,2014,Furnished,16,13,11,2,1,Low,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",East,Builder,Under_Construction
847,Punjab,Amritsar,Locality_495,Villa,1,2248,303.96,13521.35231,1998,Semi-furnished,17,28,27,2,10,Low,No,No,"Clubhouse, Playground",West,Broker,Ready_to_Move
848,Delhi,Dwarka,Locality_209,Villa,3,1110,471.52,42479.27928,2010,Semi-furnished,5,7,15,2,10,Low,Yes,No,"Garden, Playground, Clubhouse",East,Builder,Ready_to_Move
849,Gujarat,Ahmedabad,Locality_154,Villa,1,2350,56.79,2416.595745,2013,Semi-furnished,9,26,12,1,9,High,Yes,Yes,"Playground, Pool",East,Owner,Under_Construction
850,Rajasthan,Jaipur,Locality_404,Villa,5,1574,409.32,26005.08259,2010,Semi-furnished,1,27,15,5,1,Low,Yes,No,Garden,South,Broker,Under_Construction
851,Gujarat,Ahmedabad,Locality_217,Apartment,2,1074,63.73,5933.891993,1994,Unfurnished,22,24,31,4,8,High,Yes,No,"Pool, Garden, Clubhouse, Playground",East,Broker,Under_Construction
852,Chhattisgarh,Bilaspur,Locality_136,Villa,4,779,225.97,29007.70218,2008,Furnished,15,7,17,5,8,High,No,Yes,"Pool, Garden",North,Broker,Ready_to_Move
853,Delhi,Dwarka,Locality_306,Villa,5,2450,384,15673.46939,2012,Unfurnished,5,11,13,4,4,Low,Yes,No,"Pool, Gym, Garden, Clubhouse",West,Broker,Under_Construction
854,Gujarat,Ahmedabad,Locality_189,Villa,2,1104,25.1,2273.550725,2017,Furnished,8,29,8,2,8,Medium,No,Yes,"Pool, Gym",South,Builder,Ready_to_Move
855,Maharashtra,Pune,Locality_220,Independent House,1,2216,276.06,12457.58123,2002,Semi-furnished,30,14,23,3,7,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground",West,Broker,Ready_to_Move
856,Telangana,Warangal,Locality_411,Independent House,4,2551,426.65,16724.8138,1995,Unfurnished,24,15,30,2,6,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",West,Builder,Ready_to_Move
857,Bihar,Gaya,Locality_155,Apartment,2,3801,38.46,1011.83899,2004,Furnished,30,17,21,5,8,Medium,Yes,No,Garden,North,Builder,Under_Construction
858,Uttarakhand,Haridwar,Locality_131,Independent House,1,5000,145.98,2919.6,2015,Semi-furnished,25,3,10,5,10,Low,No,Yes,"Gym, Pool",South,Owner,Ready_to_Move
859,Odisha,Cuttack,Locality_126,Apartment,1,733,184.78,25208.73124,2020,Semi-furnished,0,26,5,9,4,Low,No,No,"Pool, Playground, Clubhouse",North,Broker,Ready_to_Move
860,Kerala,Trivandrum,Locality_161,Apartment,1,4941,439.72,8899.413074,2014,Semi-furnished,24,14,11,1,9,High,No,No,"Garden, Gym",North,Broker,Under_Construction
861,Karnataka,Mangalore,Locality_416,Apartment,5,2354,337.59,14341.1215,1991,Semi-furnished,20,24,34,9,7,Low,Yes,Yes,"Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
862,Rajasthan,Jaipur,Locality_369,Independent House,1,4317,494.12,11445.91151,1992,Semi-furnished,11,19,33,3,3,Low,No,Yes,Pool,South,Builder,Ready_to_Move
863,Kerala,Kochi,Locality_246,Independent House,1,2072,313.28,15119.69112,2004,Furnished,13,18,21,10,6,Medium,Yes,No,"Garden, Gym, Pool, Clubhouse, Playground",South,Owner,Under_Construction
864,Kerala,Trivandrum,Locality_215,Villa,5,652,224.98,34506.13497,2006,Furnished,17,6,19,6,4,High,Yes,Yes,"Clubhouse, Garden, Gym, Playground",West,Builder,Ready_to_Move
865,Bihar,Patna,Locality_433,Independent House,3,3274,29.21,892.1808186,1994,Furnished,3,1,31,7,9,Low,No,No,"Garden, Playground, Gym",South,Builder,Under_Construction
866,Delhi,Dwarka,Locality_467,Independent House,3,4622,53.53,1158.156642,1996,Furnished,9,30,29,5,7,High,Yes,No,"Pool, Playground, Clubhouse, Garden",West,Builder,Ready_to_Move
867,Rajasthan,Jodhpur,Locality_424,Independent House,3,3671,325.59,8869.245437,2019,Unfurnished,0,19,6,7,6,High,No,Yes,"Gym, Clubhouse",East,Builder,Ready_to_Move
868,Punjab,Amritsar,Locality_197,Independent House,3,2324,62.49,2688.898451,2007,Unfurnished,26,2,18,7,6,High,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Builder,Ready_to_Move
869,Jharkhand,Ranchi,Locality_46,Apartment,4,2555,306.93,12012.91585,2004,Semi-furnished,19,30,21,4,5,Low,No,Yes,"Garden, Playground, Gym, Pool",North,Broker,Under_Construction
870,Uttar Pradesh,Noida,Locality_244,Apartment,2,3602,98.37,2730.982787,2008,Unfurnished,12,5,17,8,10,Low,Yes,No,"Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
871,Telangana,Warangal,Locality_435,Independent House,3,3136,343.39,10949.93622,2012,Unfurnished,24,3,13,4,3,Medium,No,No,"Garden, Pool, Clubhouse",West,Broker,Under_Construction
872,Tamil Nadu,Chennai,Locality_273,Villa,4,1050,404.92,38563.80952,2002,Unfurnished,19,23,23,7,7,Low,Yes,Yes,"Clubhouse, Garden, Playground",West,Broker,Under_Construction
873,Chhattisgarh,Bilaspur,Locality_468,Independent House,2,3363,164.67,4896.520963,2009,Furnished,8,15,16,7,9,Medium,No,No,"Garden, Clubhouse, Playground, Pool, Gym",East,Owner,Ready_to_Move
874,Rajasthan,Jaipur,Locality_200,Apartment,3,717,326.66,45559.27476,1995,Semi-furnished,24,11,30,3,8,High,No,No,Playground,East,Owner,Ready_to_Move
875,West Bengal,Durgapur,Locality_266,Apartment,1,741,335.94,45336.03239,2016,Semi-furnished,13,29,9,6,7,Medium,Yes,Yes,"Pool, Gym, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move
876,Punjab,Ludhiana,Locality_369,Apartment,2,2354,208.49,8856.839422,2009,Unfurnished,16,19,16,1,2,Medium,No,No,Gym,North,Broker,Ready_to_Move
877,West Bengal,Durgapur,Locality_11,Apartment,3,3710,454.99,12263.8814,2000,Semi-furnished,19,21,25,1,7,Low,No,No,"Clubhouse, Gym, Garden, Pool, Playground",East,Builder,Under_Construction
878,Delhi,New Delhi,Locality_34,Independent House,5,1112,320.91,28858.81295,2017,Unfurnished,13,1,8,6,1,High,No,Yes,"Pool, Garden, Playground",East,Broker,Ready_to_Move
879,Karnataka,Bangalore,Locality_314,Apartment,3,3674,218.51,5947.468699,1990,Unfurnished,22,12,35,8,10,Low,No,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Owner,Under_Construction
880,Gujarat,Surat,Locality_74,Apartment,1,2831,333.64,11785.2349,2021,Unfurnished,0,1,4,3,2,Medium,No,No,"Gym, Clubhouse, Garden",East,Broker,Ready_to_Move
881,Kerala,Trivandrum,Locality_313,Independent House,3,2196,379.61,17286.42987,1996,Furnished,7,30,29,5,10,High,No,No,"Pool, Gym, Garden, Playground",North,Broker,Ready_to_Move
882,Uttarakhand,Dehradun,Locality_198,Independent House,5,1798,18.25,1015.016685,2023,Furnished,21,18,2,2,10,Low,Yes,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Builder,Ready_to_Move
883,Jharkhand,Jamshedpur,Locality_265,Independent House,3,4034,490.35,12155.42885,1994,Unfurnished,30,6,31,5,4,Medium,No,No,"Playground, Garden",East,Owner,Ready_to_Move
884,Kerala,Trivandrum,Locality_326,Independent House,2,2534,325.03,12826.75612,2000,Unfurnished,0,6,25,2,3,High,No,No,"Playground, Pool, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move
885,Bihar,Patna,Locality_245,Apartment,2,1051,411.57,39159.84776,2013,Furnished,1,28,12,1,5,Low,No,Yes,"Playground, Pool, Garden, Gym, Clubhouse",North,Builder,Ready_to_Move
886,Tamil Nadu,Coimbatore,Locality_76,Apartment,1,4140,232.25,5609.903382,2001,Semi-furnished,4,13,24,1,2,Low,Yes,No,"Garden, Pool, Playground",South,Owner,Ready_to_Move
887,Bihar,Patna,Locality_388,Villa,2,4047,253.31,6259.204349,2008,Furnished,24,1,17,5,1,High,No,Yes,"Clubhouse, Pool, Garden",West,Owner,Ready_to_Move
888,Kerala,Kochi,Locality_433,Independent House,2,4343,277.35,6386.138614,1996,Unfurnished,29,10,29,7,6,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction
889,Andhra Pradesh,Vishakhapatnam,Locality_476,Apartment,5,3839,484.38,12617.34827,1997,Semi-furnished,23,22,28,1,5,High,No,Yes,"Gym, Playground, Garden, Clubhouse",West,Builder,Under_Construction
890,Punjab,Amritsar,Locality_460,Apartment,5,3633,336.38,9259.014588,2002,Semi-furnished,6,8,23,5,3,High,Yes,Yes,"Gym, Garden, Playground",West,Builder,Under_Construction
891,Assam,Silchar,Locality_406,Villa,4,3595,359.15,9990.264256,2017,Furnished,29,25,8,10,2,Low,No,Yes,"Pool, Gym",North,Broker,Under_Construction
892,Chhattisgarh,Raipur,Locality_371,Independent House,2,1084,459.28,42369.00369,1995,Unfurnished,30,29,30,1,9,Medium,Yes,No,"Pool, Clubhouse, Playground, Garden",North,Broker,Under_Construction
893,Odisha,Cuttack,Locality_175,Villa,1,1101,267.88,24330.60854,2008,Unfurnished,15,30,17,2,3,High,Yes,No,"Gym, Clubhouse, Garden, Playground, Pool",South,Owner,Ready_to_Move
894,Bihar,Patna,Locality_495,Apartment,1,2562,24.5,956.284153,2003,Semi-furnished,20,15,22,5,8,Low,Yes,No,"Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
895,Delhi,Dwarka,Locality_34,Independent House,2,4919,250.45,5091.482009,1998,Semi-furnished,15,13,27,7,7,Low,Yes,Yes,Garden,East,Owner,Under_Construction
896,Uttarakhand,Dehradun,Locality_6,Apartment,1,3051,278.32,9122.254998,2001,Unfurnished,26,14,24,6,4,Low,No,No,"Garden, Clubhouse",West,Builder,Ready_to_Move
897,Karnataka,Bangalore,Locality_225,Apartment,5,1593,319.72,20070.3076,2019,Furnished,10,20,6,10,6,Low,Yes,Yes,Garden,West,Owner,Under_Construction
898,Telangana,Warangal,Locality_271,Apartment,3,1245,100.49,8071.485944,2003,Semi-furnished,14,14,22,5,7,Low,No,Yes,"Clubhouse, Playground",East,Broker,Ready_to_Move
899,Haryana,Faridabad,Locality_464,Independent House,3,4330,284.03,6559.584296,2006,Furnished,12,8,19,7,3,Medium,Yes,No,Playground,West,Owner,Ready_to_Move
900,Uttarakhand,Haridwar,Locality_398,Apartment,5,3865,95.47,2470.116429,2016,Semi-furnished,11,19,9,9,4,High,No,No,"Garden, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move
901,Punjab,Amritsar,Locality_339,Villa,4,1597,455.74,28537.25736,2006,Unfurnished,18,16,19,8,6,Medium,Yes,Yes,Pool,West,Owner,Under_Construction
902,Maharashtra,Mumbai,Locality_55,Apartment,4,3553,448.07,12611.03293,2012,Unfurnished,2,9,13,1,9,High,No,Yes,"Gym, Playground, Garden",West,Owner,Ready_to_Move
903,Delhi,New Delhi,Locality_304,Apartment,1,1145,106.39,9291.703057,2015,Unfurnished,6,19,10,6,3,High,Yes,No,"Playground, Clubhouse, Garden, Pool",West,Builder,Ready_to_Move
904,Rajasthan,Jodhpur,Locality_383,Independent House,3,590,404.87,68622.0339,2000,Semi-furnished,15,30,25,10,2,Medium,No,Yes,"Clubhouse, Gym",East,Broker,Under_Construction
905,Jharkhand,Jamshedpur,Locality_135,Villa,4,1895,442.51,23351.45119,2011,Semi-furnished,22,21,14,1,10,High,No,Yes,Garden,East,Builder,Under_Construction
906,Jharkhand,Jamshedpur,Locality_422,Apartment,2,4093,359.87,8792.328366,2018,Furnished,9,27,7,3,7,Medium,No,No,"Pool, Gym",North,Owner,Under_Construction
907,Maharashtra,Nagpur,Locality_143,Villa,2,4416,285.22,6458.786232,2015,Unfurnished,24,6,10,6,10,Medium,Yes,Yes,"Pool, Gym, Garden",East,Builder,Ready_to_Move
908,Punjab,Ludhiana,Locality_1,Apartment,4,2780,19.62,705.7553957,2000,Semi-furnished,1,4,25,9,2,Medium,Yes,No,Playground,West,Broker,Under_Construction
909,Jharkhand,Jamshedpur,Locality_489,Independent House,3,2478,167.26,6749.798224,2002,Furnished,1,8,23,10,7,Low,No,No,"Garden, Clubhouse, Gym, Playground, Pool",West,Builder,Under_Construction
910,Karnataka,Mangalore,Locality_496,Apartment,2,3602,463.7,12873.40366,2008,Furnished,26,5,17,10,9,Medium,Yes,No,"Playground, Gym, Garden, Clubhouse, Pool",South,Broker,Under_Construction
911,Gujarat,Surat,Locality_60,Independent House,4,833,159.43,19139.2557,2006,Furnished,15,5,19,1,8,Medium,Yes,No,"Clubhouse, Playground, Pool, Gym",South,Owner,Under_Construction
912,Odisha,Bhubaneswar,Locality_48,Villa,2,4288,125.9,2936.100746,2022,Semi-furnished,2,26,3,8,7,Low,Yes,No,"Gym, Garden, Clubhouse",East,Broker,Under_Construction
913,Assam,Guwahati,Locality_277,Apartment,2,3905,300.26,7689.116517,2002,Unfurnished,9,18,23,4,4,Low,No,No,"Gym, Pool, Playground",South,Broker,Ready_to_Move
914,Bihar,Gaya,Locality_251,Independent House,3,3820,69.91,1830.104712,2015,Unfurnished,18,27,10,5,1,Medium,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",West,Owner,Under_Construction
915,Punjab,Ludhiana,Locality_68,Villa,1,2968,279.65,9422.169811,2018,Semi-furnished,17,5,7,3,7,Medium,Yes,No,"Garden, Pool, Gym",North,Owner,Ready_to_Move
916,Gujarat,Ahmedabad,Locality_387,Independent House,3,2450,391.31,15971.83673,2011,Semi-furnished,20,18,14,8,5,Medium,Yes,Yes,"Gym, Pool, Garden, Clubhouse",East,Owner,Under_Construction
917,Jharkhand,Ranchi,Locality_416,Independent House,1,1937,149.61,7723.79969,1992,Unfurnished,4,1,33,7,6,High,No,No,"Pool, Clubhouse",North,Broker,Ready_to_Move
918,Telangana,Hyderabad,Locality_250,Villa,1,2528,180.67,7146.756329,2010,Unfurnished,2,7,15,1,2,Low,Yes,No,Clubhouse,West,Owner,Under_Construction
919,Odisha,Bhubaneswar,Locality_493,Villa,5,4616,219.54,4756.065858,2020,Semi-furnished,0,8,5,3,5,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",West,Owner,Ready_to_Move
920,Delhi,New Delhi,Locality_238,Apartment,5,653,279.9,42863.70597,2021,Unfurnished,4,5,4,3,8,Low,No,Yes,"Playground, Pool",West,Owner,Under_Construction
921,Odisha,Cuttack,Locality_14,Apartment,1,3995,419.56,10502.12766,2003,Unfurnished,20,4,22,10,10,High,No,Yes,"Gym, Garden, Pool, Playground",West,Broker,Under_Construction
922,Madhya Pradesh,Indore,Locality_283,Villa,1,3823,328.54,8593.774523,2008,Furnished,6,16,17,9,7,High,Yes,Yes,Garden,West,Owner,Under_Construction
923,Telangana,Hyderabad,Locality_329,Apartment,4,2326,145.41,6251.504729,2003,Furnished,15,19,22,7,9,Low,No,No,"Playground, Garden",North,Owner,Under_Construction
924,Haryana,Faridabad,Locality_358,Villa,4,3564,179.67,5041.245791,1993,Unfurnished,16,5,32,10,8,Medium,Yes,Yes,"Clubhouse, Playground",West,Owner,Ready_to_Move
925,Haryana,Faridabad,Locality_328,Villa,1,1384,141.03,10190.0289,2005,Semi-furnished,24,20,20,9,8,Low,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",South,Builder,Under_Construction
926,Tamil Nadu,Chennai,Locality_316,Apartment,5,3347,285.43,8527.935465,2023,Unfurnished,28,24,2,7,6,Medium,No,No,Playground,West,Broker,Under_Construction
927,Gujarat,Surat,Locality_21,Independent House,1,3824,426.8,11161.08787,2016,Semi-furnished,9,19,9,7,5,High,Yes,No,"Playground, Gym, Garden, Pool",North,Owner,Under_Construction
928,Haryana,Faridabad,Locality_110,Villa,1,2730,265.84,9737.728938,1993,Furnished,17,6,32,3,6,Low,Yes,No,"Playground, Garden, Clubhouse, Pool",South,Owner,Under_Construction
929,Telangana,Hyderabad,Locality_184,Independent House,5,2192,180.58,8238.138686,1992,Semi-furnished,11,11,33,8,7,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",North,Builder,Ready_to_Move
930,Odisha,Cuttack,Locality_8,Apartment,2,4167,292.42,7017.518599,2016,Unfurnished,16,14,9,2,4,High,Yes,No,"Clubhouse, Gym, Playground",South,Owner,Ready_to_Move
931,Kerala,Kochi,Locality_232,Independent House,3,2639,117.56,4454.717696,2020,Unfurnished,28,27,5,7,2,Medium,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Owner,Under_Construction
932,Andhra Pradesh,Vishakhapatnam,Locality_293,Independent House,1,2522,221.61,8787.073751,2012,Semi-furnished,19,6,13,9,6,Medium,No,Yes,"Playground, Garden, Gym, Clubhouse, Pool",West,Builder,Under_Construction
933,Chhattisgarh,Raipur,Locality_112,Villa,3,3107,380.96,12261.34535,2008,Unfurnished,16,26,17,9,6,High,Yes,No,"Pool, Playground, Gym",West,Broker,Ready_to_Move
934,Karnataka,Mangalore,Locality_336,Independent House,2,779,497.89,63913.9923,2004,Furnished,17,1,21,4,5,High,No,Yes,"Playground, Pool",East,Broker,Under_Construction
935,Bihar,Gaya,Locality_475,Apartment,1,4620,175.8,3805.194805,1997,Furnished,10,10,28,6,1,High,Yes,No,Playground,North,Owner,Ready_to_Move
936,Delhi,New Delhi,Locality_185,Apartment,3,4576,416.3,9097.465035,2003,Semi-furnished,4,28,22,6,9,High,No,No,"Garden, Gym",East,Builder,Ready_to_Move
937,Haryana,Gurgaon,Locality_164,Independent House,3,1130,72.78,6440.707965,1993,Furnished,13,18,32,4,5,High,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",East,Broker,Ready_to_Move
938,Punjab,Amritsar,Locality_139,Independent House,5,4790,399.66,8343.632568,1999,Furnished,23,21,26,6,2,Low,No,No,"Clubhouse, Playground, Gym, Garden, Pool",East,Builder,Under_Construction
939,Haryana,Gurgaon,Locality_414,Apartment,4,2416,498.31,20625.41391,1993,Furnished,27,14,32,5,1,Medium,No,Yes,"Playground, Clubhouse",South,Owner,Under_Construction
940,Tamil Nadu,Chennai,Locality_413,Apartment,2,2462,18.63,756.7018684,1995,Unfurnished,11,26,30,8,5,Low,Yes,Yes,"Pool, Playground, Gym, Garden",North,Broker,Ready_to_Move
941,Andhra Pradesh,Vishakhapatnam,Locality_201,Apartment,2,3758,479.6,12762.1075,2001,Semi-furnished,30,2,24,5,4,Medium,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",West,Broker,Ready_to_Move
942,Assam,Silchar,Locality_494,Independent House,2,1414,113.49,8026.166902,2016,Furnished,22,12,9,9,4,High,No,Yes,"Clubhouse, Pool, Garden",South,Broker,Under_Construction
943,Maharashtra,Nagpur,Locality_455,Villa,1,4369,128.11,2932.249943,2007,Furnished,10,29,18,7,4,Low,No,Yes,Pool,North,Builder,Ready_to_Move
944,Chhattisgarh,Raipur,Locality_447,Apartment,2,3682,482.31,13099.13091,1996,Unfurnished,28,23,29,10,5,Medium,No,No,"Garden, Clubhouse, Pool, Gym",South,Builder,Ready_to_Move
945,Bihar,Gaya,Locality_388,Independent House,4,3837,329.98,8599.947876,1995,Semi-furnished,4,26,30,2,6,Medium,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",South,Broker,Ready_to_Move
946,Telangana,Warangal,Locality_354,Villa,2,1922,123.6,6430.801249,2007,Unfurnished,29,19,18,1,9,Low,No,No,"Clubhouse, Pool, Playground",South,Owner,Under_Construction
947,Karnataka,Bangalore,Locality_157,Villa,2,2324,131.14,5642.857143,2023,Furnished,24,20,2,5,1,High,No,Yes,"Clubhouse, Playground, Gym",East,Broker,Ready_to_Move
948,Uttar Pradesh,Lucknow,Locality_352,Independent House,5,2165,349.97,16164.89607,1999,Furnished,4,21,26,5,9,High,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",South,Builder,Under_Construction
949,Assam,Silchar,Locality_239,Apartment,1,832,67.46,8108.173077,2012,Unfurnished,23,11,13,2,5,Medium,No,No,"Playground, Garden",South,Builder,Under_Construction
950,Madhya Pradesh,Bhopal,Locality_231,Villa,3,1612,444.71,27587.46898,2023,Furnished,15,28,2,6,1,Low,Yes,Yes,"Playground, Garden",East,Owner,Ready_to_Move
951,Uttarakhand,Dehradun,Locality_193,Independent House,1,3529,114.41,3241.994899,1993,Furnished,12,15,32,4,5,Low,Yes,No,"Clubhouse, Playground, Garden",North,Builder,Ready_to_Move
952,Odisha,Cuttack,Locality_191,Villa,2,853,417.85,48985.932,1990,Unfurnished,8,14,35,9,4,Low,No,Yes,Pool,East,Broker,Ready_to_Move
953,Bihar,Patna,Locality_363,Apartment,4,2830,272.76,9638.162544,2019,Unfurnished,0,4,6,6,8,High,No,Yes,"Playground, Garden, Pool",East,Owner,Under_Construction
954,Karnataka,Bangalore,Locality_330,Independent House,4,1981,156.54,7902.069662,2013,Semi-furnished,24,14,12,8,1,Medium,Yes,Yes,"Pool, Garden, Playground, Gym",West,Owner,Ready_to_Move
955,Uttar Pradesh,Lucknow,Locality_229,Independent House,5,947,175.72,18555.43823,2013,Semi-furnished,8,28,12,9,8,Medium,Yes,No,"Pool, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move
